State,Profit,Quantity
Washington,30.3604,2
California,2.4012,2
California,2.6496,2
Washington,5.796,2
California,6.2208,2
California,3.852,2
California,4.752,2
California,3.84,2
California,5.3214,2
California,5.8604,2
California,6.2208,2
California,5.382,2
California,6.2208,2
California,3.852,2
California,6.2208,2
California,6.2208,2
California,37.9848,2
Washington,18.2112,2
California,3.178,2
California,2.706200000,2
California,80.6312,2
California,4.4392,2
California,61.389,2
California,3.7208,2
California,0.406800000,2
California,61.389,2
Washington,2.272800000,2
Washington,53.3466,2
California,4.9728,2
California,5.07,2
California,4.7724,2
Washington,4.7724,2
California,54.8613,3
California,55.845,3
California,26.865,3
California,6.7236,3
California,15.1116,3
California,4.8546,3
California,4.7916,3
California,3.717,3
California,15.4752,3
California,9.702,3
New Mexico,1.0842,3
Washington,1.5312,3
Washington,2.5578,3
Washington,7.86,3
California,5.2164,3
California,4.4352,3
California,4.0749,3
Washington,22.2,3
California,7.0218,3
California,9.3312,3
California,8.4528,3
New Mexico,12.231,3
Washington,9.3312,3
Washington,13.8828,3
California,140.5482,3
California,23.9688,3
California,9.717600000,3
California,8.4888,3
New Mexico,10.4496,3
Washington,0,3
California,8.019,3
California,13.6851,3
California,5.166,3
California,4.108,4
California,335.8548,4
California,11.8584,4
California,4.5448,4
Nevada,8.3916,4
California,3.1752,4
California,3.1752,4
California,103.3116,4
California,14.9744,4
California,6.048,4
California,18.0096,4
California,12.4416,4
California,14.418,4
California,48.5392,4
California,16.68,4
California,48.5392,4
California,40.4432,4
California,9.504,4
Idaho,12.4416,4
Idaho,42.0256,4
Washington,12.4416,4
Washington,12.4416,4
California,125.1432,4
California,0.543200000,4
California,13.1868,4
California,12.1692,4
Washington,55.896,4
Washington,5.412400000,4
California,43.706,5
California,459.396,5
California,3.753,5
California,44.975,5
California,25.792,5
California,25.792,5
California,13.208,5
Washington,9.499,5
California,9.312,5
California,143.303,5
California,197.353,5
California,6.854,5
California,8.771,5
Washington,0.336,5
California,70.219,5
New Mexico,8.6715,5
California,15.552,5
California,114.9385,5
California,16.032,5
Washington,10.7325,5
California,20.878,5
Washington,0,5
California,28.965,5
California,11.803,5
Washington,1.932,5
California,18.6624,6
California,83.646,6
California,63.4368,6
Washington,9.717600000,6
Washington,24.9804,6
Washington,15.9588,6
California,106.7808,7
California,79.758,7
California,21.7728,7
California,282.2092,7
California,290.0058,7
Washington,290.0058,7
California,23.7168,8
California,6.912,8
California,111.824,8
California,84.0512,8
California,654.7554,9
California,11.8206,9
California,126.3942,9
California,21.384,9
California,180.7659,9
California,30.2634,9
Washington,206.8893,9
California,11.31,12
California,30.4278,13
Oregon,0.838200000,1
California,2.5592,1
California,1.2714,1
California,3.3544,1
California,8.409,1
Idaho,1.1151,1
New Mexico,3.8529,1
Washington,1.3978,1
Washington,1.1225,1
Colorado,12.8574,1
Arizona,14.4096,2
Colorado,3.51,2
Colorado,0.5992,2
California,4.5188,2
California,6.475,2
California,4.752,2
California,33.64,2
California,5.3892,2
California,4.3308,2
California,22.9488,2
California,10.062,2
California,3.1248,2
California,88.3948,2
California,15.808,2
California,14.7668,2
California,9.264,2
California,89.9548,2
New Mexico,4.3836,2
Washington,4.5188,2
Washington,2.5592,2
Arizona,0.8288,2
Arizona,1.9926,2
Colorado,0,2
Oregon,6.5538,3
California,4.872,3
California,1.512,3
California,51.8238,3
California,6.03,3
California,4.1328,3
California,3.0861,3
California,12.2715,3
California,11.7078,3
California,17.6232,3
California,33.93,3
California,4.6644,3
California,7.8225,3
California,33.8598,3
Idaho,7.992,3
New Mexico,29.952,3
Washington,3.9312,3
Arizona,6.8904,3
Arizona,5.4432,3
Arizona,23.235,3
Colorado,5.1012,3
Oregon,6.6177,3
Oregon,47.8152,3
Colorado,-33.804,3
California,7.2268,4
California,3.6192,4
California,6.4692,4
Idaho,6.6352,4
Washington,5.9696,4
Washington,8.7672,4
Washington,4.4604,4
Arizona,31.2736,4
Arizona,-86.3664,4
Colorado,17.428,4
Oregon,20.388,5
California,8.12,5
California,6.888,5
California,1906.485,5
California,9.3125,5
Washington,6.888,5
Washington,7.209,5
Washington,5.373,5
Arizona,146.79,5
Colorado,9.25,5
Oregon,34.294,5
Arizona,5.955000000,5
Arizona,4.225,5
California,22.9008,6
California,26.5824,6
California,5.715,6
California,8.3868,6
California,14.1426,6
California,20.1264,6
California,68.8464,6
Oregon,47.6268,6
Oregon,11.2752,6
Arizona,-1.2588,6
Arizona,-1.498800000,6
Colorado,4.5738,7
California,6.5569,7
Nevada,53.9217,7
Washington,4.2336,7
Arizona,111.5688,7
California,77.3696,8
Washington,12.8151,9
Washington,942.8157,9
Oregon,22.518,9
Oregon,-161.694,10
Washington,18.7224,12
Oregon,-3.5154,1
Arizona,-48.392,2
Arizona,-4.1712,2
Arizona,-4.1712,2
Colorado,-1.3566,2
Oregon,-6.8334,2
Arizona,-9.9705,3
Colorado,-1.4352,3
Arizona,-459.9875,5
Arizona,-7.656,6
Oregon,-3.465,7
Oregon,-10.4874,7
Colorado,-24.416,8
Arizona,-59.0571,9
Nebraska,22.3888,4
Kansas,15.378,5
Oklahoma,0.699300000,7
Illinois,2.5974,1
Texas,-1.499400000,2
Texas,36.3972,2
Texas,43.9956,2
Texas,107.9946,2
Texas,13.4386,2
Texas,32.13,3
Texas,8.395800000,3
Texas,22.4925,3
Texas,34.742,4
Texas,29.799,5
Illinois,23.2624,7
Texas,118.293,7
Connecticut,25.1225,1
New York,136.2971,1
Rhode Island,4.8986,2
Delaware,193.32,2
New York,53.9946,2
Delaware,7.3479,3
Maryland,18.8937,3
New York,11.4741,3
Delaware,23.5116,3
New York,12.208,4
New York,163.787,5
New York,134.56,5
New York,395.9604,9
New York,191.968,10
Ohio,9.1296,4
Ohio,69.999000000,2
Ohio,-935.9595,7
Virginia,42.0186,1
Alabama,1.5588,2
Georgia,15.6744,2
Georgia,12.8583,3
Georgia,30.1968,4
Georgia,15.6375,5
Virginia,42.0355,5
Virginia,168.1855,5
Alabama,1459.2,8
North Carolina,8.352000000,1
Florida,53.2,2
Florida,31.198,2
Florida,28.3479,3
Florida,78.396,5
North Carolina,118.9965,5
North Carolina,-27.828,2
California,15.6993,1
California,15.0984,2
California,7.998400000,2
Nevada,19.3314,2
California,86.3892,3
California,18.0648,4
California,76.272,7
Washington,15.3195,7
Washington,1480.4671,7
Arizona,-0.089500000,1
Colorado,-2.9985,1
Oregon,6.745,2
California,53.272,2
California,359.9988,2
Arizona,107.46,2
Arizona,15.1188,2
Oregon,4.558800000,3
California,80.9919,3
Washington,62.820000000,3
Arizona,20.1579,3
Oregon,29.994,4
California,15.8376,4
California,-17.9928,4
California,34.742,4
California,72.975000000,5
California,7.196,5
Arizona,-35.9928,6
Colorado,-14.7931,7
California,257.5944,7
California,6.6976,7
Arizona,-63.996,2
Massachusetts,109.7544,2
New York,142.9948,2
Massachusetts,131.355,3
New York,269.308,4
New York,2229.024,4
Ohio,76.7904,6
Pennsylvania,209.979,14
Ohio,-35.6174,2
Ohio,-92.6955,3
Ohio,-209.994,5
Pennsylvania,-319.1916,3
Mississippi,125.9874,3
California,90.976200000,2
California,215.9973,3
California,839.986,5
Arizona,48.7011,7
Indiana,14.7593,1
Indiana,15.9543,3
Iowa,109.3338,3
Michigan,8.4564,3
Michigan,111.591,5
Minnesota,2.299000000,5
Wisconsin,83.314,5
Wisconsin,48.4575,7
Texas,164.997,1
Texas,16.7946,2
Texas,14.3952,2
Texas,8.2848,2
Texas,-3.6372,2
Illinois,4.9616,2
Texas,19.0386,2
Texas,6.123000000,2
Texas,-10.7973,3
Texas,6.718800000,3
Texas,35.985,3
Texas,14.8365,3
Texas,39.6879,3
Texas,28.7679,3
Illinois,-1.428,4
Texas,55.436400000,4
Texas,24.4768,4
Illinois,19.5,6
Texas,20.235,6
Texas,107.955,9
Texas,49.761,3
New York,2.7036,1
New York,6.7966,1
New York,170.997,1
New York,11.7,2
Maryland,355.4466,3
New York,1.3365,3
New York,53.4519,3
New York,214.4922,3
Rhode Island,93.24,4
Rhode Island,899.982,4
New York,12.208,4
Ohio,33.5892,4
Pennsylvania,47.495000000,5
Ohio,1.5291,9
Pennsylvania,-116.9805,3
Pennsylvania,-50.3928,6
Pennsylvania,-643.71,3
Virginia,8.4071,1
Kentucky,14.1728,2
South Carolina,18.2352,2
South Carolina,39.55,2
Arkansas,148.491,3
Kentucky,164.6316,3
Virginia,148.491,3
Alabama,527.984,4
Georgia,1439.976,5
Alabama,362.687,5
Georgia,6.102,6
Kentucky,517.4793,9
Florida,11.98,2
Florida,-5.6943,3
Tennessee,58.380000000,4
Florida,152.388,9
California,5.8065,1
California,0.779400000,1
California,21.5988,2
Washington,11.613,2
Washington,15.0984,2
California,131.9868,3
California,47.0979,3
Washington,4.908,3
California,21,4
California,59.0372,4
California,21.2724,4
California,45.588,5
California,31.4895,5
Washington,244.6155,5
California,3.4848,8
Colorado,164.997,1
California,7.4975,1
California,4.6193,1
Washington,4.6193,1
Arizona,-1.459,2
California,329.994,2
Arizona,9.238600000,2
Arizona,-14.603,2
California,1.1988,2
California,30.2384,2
California,2.8784,2
California,33.3576,3
California,10.4985,3
California,8.2764,3
California,7.1976,3
California,11.7576,3
California,47.241,3
Washington,7.7679,3
California,3.4965,5
California,38.9975,5
Colorado,30.786,5
Oregon,19.797,5
California,17.994,6
California,121.9644,9
Colorado,-45.9954,2
Oklahoma,0.552,1
Missouri,233.9961,1
Wisconsin,0.2598,1
Indiana,0.891,2
Kansas,74.8142,2
Michigan,19.9746,2
Wisconsin,195.9944,2
Indiana,22.4316,3
Nebraska,18.8937,3
South Dakota,132.5898,3
South Dakota,1.3068,3
Wisconsin,10.8558,3
Indiana,158.7519,3
Wisconsin,64.7856,3
Wisconsin,25.2213,3
Minnesota,12.96,4
Minnesota,275.478,5
Wisconsin,26.5905,5
Wisconsin,174.9825,5
Indiana,8399.976,5
Michigan,44.985,5
Wisconsin,9.816,6
Missouri,16.1602,7
Missouri,2302.9671,7
Michigan,62.4,8
Texas,15.599,1
Illinois,21.42,2
Texas,-5.264,2
Texas,37.0782,2
Texas,38.7792,2
Texas,-6.210000000,3
Texas,0,3
Texas,20.8719,3
Texas,-6.210000000,3
Illinois,134.9955,3
Illinois,26.9973,3
Texas,13.8579,3
Illinois,1.199600000,4
Texas,26.3912,4
Illinois,38.1576,4
Texas,1.7995,5
Illinois,874.9875,5
Texas,569.9905,5
Illinois,13.572,5
Texas,82.497,5
Texas,21.7355,5
Texas,16.7475,5
Texas,13.572,5
Texas,71.9952,6
Texas,1.6632,7
Texas,118.293,7
Texas,46.095,7
Texas,66.1451,7
Texas,55.9986,2
Texas,-263.9967,3
Texas,-121.2705,3
New Jersey,32.4,1
Connecticut,7.3451,1
Delaware,41.3374,1
Maryland,36.4473,1
Maryland,129.9974,1
New York,1.3365,1
New York,36.7173,1
New York,11.5971,1
New York,17.1574,1
New Hampshire,57.5928,2
New York,57.5928,2
New York,38.08,2
New York,11.7,2
New York,6.48,2
New York,23.96,2
New York,2.256,2
Vermont,42.9914,2
Connecticut,93.5948,2
Maryland,67.2742,2
New York,2.577,2
New York,101.394,2
New York,62.3904,2
New York,124.9552,2
New York,1.999,2
Rhode Island,1.0598,2
New York,40.3128,3
New York,9.0171,3
Connecticut,153.0819,3
Maine,131.355,3
Massachusetts,3.8655,3
New Jersey,57.4113,3
New Jersey,280.59,3
New York,57.4113,3
New York,14.0859,3
New York,10.0464,3
New York,9.7972,4
New York,1351.9896,4
New York,303.3408,4
New York,43.9,4
Delaware,58.179,5
New York,16.2,5
New York,87.4825,5
New York,2.499,5
New York,36.1836,6
New Jersey,102.9444,6
New York,216.8244,6
New York,65.9634,6
New York,8.25,6
Vermont,67.6599,7
New Jersey,2365.9818,7
Maryland,327.5818,7
Massachusetts,32.1678,7
New York,272.9825,7
New Jersey,118.3704,8
Maine,104.7222,9
Massachusetts,58.66,10
New York,494.9725,11
Ohio,1.7055,1
Pennsylvania,-1.289,1
Ohio,3.0134,2
Ohio,2.2066,2
Pennsylvania,13.1956,2
New York,89.997,2
Ohio,22.4955,3
Pennsylvania,32.13,3
Pennsylvania,28.764,3
Pennsylvania,64.674,3
Pennsylvania,-5.4558,3
Ohio,-6.188,4
Pennsylvania,-28.7964,4
Ohio,48.993,5
Ohio,-1.749500000,5
Ohio,29.95,5
Pennsylvania,214.4675,5
Ohio,190.3881,7
Ohio,-9.1845,1
Pennsylvania,-13.3341,1
Ohio,-56.3108,2
Ohio,-49.4376,2
Ohio,-44.985,2
Ohio,-25.198,2
Ohio,-43.1178,2
Pennsylvania,-14.998,2
Pennsylvania,-15.992,2
Pennsylvania,-4.7976,2
Ohio,74.998500000,3
Ohio,-21.4236,3
Ohio,-27.7158,3
Pennsylvania,4.3176,3
Pennsylvania,-73.7061,3
Ohio,2.6376,4
Ohio,-15.5844,4
Pennsylvania,-56.7556,4
Pennsylvania,-112.6216,4
Pennsylvania,-186.16,4
Pennsylvania,-6.54,5
Pennsylvania,-158.102,5
Pennsylvania,-131.994,6
Pennsylvania,-93.2316,7
Pennsylvania,-386.3916,7
Pennsylvania,-559.356,4
Georgia,28.7964,1
Georgia,0.833,1
Kentucky,9.9873,1
Louisiana,42.9914,2
Virginia,26.8752,2
Georgia,119.4742,2
Georgia,18,3
Virginia,1.656,3
Alabama,314.9895,3
Georgia,77.7519,3
Arkansas,70.312,4
Arkansas,122.3856,4
Georgia,31.6,4
Georgia,23.226,4
Alabama,184.26,5
Arkansas,8.502500000,5
Georgia,55.647,5
South Carolina,163.787,5
Mississippi,105.468,6
Virginia,653.301,6
Virginia,909.9818,7
Georgia,26.7904,8
Florida,10.0792,1
Tennessee,4.4004,2
Florida,71.99,2
Florida,27.1032,2
North Carolina,1.3986,2
North Carolina,25.1944,2
Florida,0.7425,3
North Carolina,0.339900000,3
Tennessee,0.7092,3
Florida,19.755,3
North Carolina,21.5397,3
Tennessee,26.9973,3
North Carolina,119.996,4
Florida,-16.5528,4
Florida,24.4768,4
Florida,4.36,5
Florida,27.986,5
Tennessee,-12.7302,7
Florida,58.464,7
Tennessee,223.9936,8
Tennessee,5.5944,8
North Carolina,110.1195,9
California,43.9956,1
California,57.5928,2
California,217.767,2
California,3.9032,2
California,6.48,2
California,11.151,2
California,69.993,2
California,3.401,2
Washington,57.5928,2
Washington,371.316,2
Washington,13.2962,2
Washington,2.034,2
California,91.7892,3
California,22.4316,3
California,40.7499,3
California,8.619,3
California,17.55,3
California,86.3892,3
California,39.5868,3
California,163.1898,3
California,4.95,3
Washington,86.3856,3
Washington,86.3892,3
Washington,30.09,3
California,51.1872,4
California,40.12,4
California,115.1808,4
Washington,2.208,4
California,118.983,5
California,31.4895,5
California,659.98,5
California,30.432,5
California,8.502500000,5
California,244.6155,5
California,46.602,5
New Mexico,95.2,5
California,52.7934,6
California,39.8886,6
Washington,9.816,6
Utah,34.6983,7
Washington,63.8232,7
California,190.3728,8
California,29,8
California,59.8176,8
California,47.8629,9
Washington,224.424,9
Washington,362.835,10
California,2.6973,1
California,-7.998400000,1
California,11.6091,1
Arizona,21.42,2
California,38.9974,2
California,30.2384,2
California,-7.996,2
California,31.494,2
California,20.1584,2
California,-8.2764,2
California,19.3932,2
California,22.2384,2
California,-7.996,2
California,27.1032,2
California,31.494,2
Colorado,4.9616,2
Colorado,13.9986,2
Arizona,-7.896,3
Colorado,-6.210000000,3
California,177.198,3
California,8.997000000,3
California,22.5576,3
California,75.180000000,3
California,11.094,3
California,14.7582,3
California,185.997,3
California,38.997,3
California,10.788,3
California,19.1976,3
California,37.797,3
California,8.2764,3
Idaho,22.8582,3
Oregon,75.180000000,3
Oregon,19.1976,3
Utah,1.6776,3
Arizona,54.3936,4
California,38.3572,4
California,100.24,4
New Mexico,6.704,4
Oregon,25.198,4
Arizona,23.0965,5
Arizona,19.596,5
California,-20.691,5
California,20.6955,5
California,1.7325,5
California,41.760000000,5
Washington,25.186,5
Arizona,-10.9116,6
California,287.982,6
California,5.3964,6
California,60.475200000,6
Colorado,-14.34,6
Washington,8.6352,6
Washington,5.7408,6
California,141.723,9
California,75.168000000,9
Nevada,179.73,10
California,94.070200000,14
Arizona,-386.957,2
Nebraska,112.788,3
Minnesota,38.97,6
Texas,-22.948,1
Illinois,-35.9058,3
Texas,-4.258800000,6
Illinois,-87.3418,7
Texas,-9.093,7
Texas,-17.0274,1
Texas,-67.6704,4
Illinois,-525.6405,7
Illinois,-75.8448,2
Texas,-7.476,2
Rhode Island,244.2496,4
Massachusetts,23.384,5
New York,-6.549000000,5
New York,553.3902,11
Ohio,1.7352,2
Ohio,8.2896,2
Pennsylvania,3.8448,3
Ohio,12.8928,6
Ohio,-12.849000000,5
Pennsylvania,-83.8752,2
Pennsylvania,-36.1116,3
Ohio,-106.393,5
Kentucky,9.1638,1
Georgia,30.445,2
Georgia,70.006,2
Virginia,100.122,2
Virginia,493.7856,7
Tennessee,1.5691,1
Tennessee,1.3284,2
Tennessee,5.928,2
Tennessee,-1002.7836,7
Washington,63.107,1
California,14.6718,2
Nevada,5.5328,2
California,12.0609,3
California,9.5571,3
California,4.1031,3
California,62.737,5
Washington,39.98,5
California,76.2624,8
California,140.9568,2
Arizona,35.099,1
Colorado,3.2776,1
California,18.1176,2
California,73.194,3
Colorado,9.832800000,3
California,-8.429400000,3
California,0,4
Oregon,25.245,5
California,-73.819200000,8
California,20.9148,12
Oregon,-264.215,5
Oklahoma,62.9064,1
Nebraska,7.0048,2
Illinois,-2.5648,1
Massachusetts,14.501,2
New York,12.7764,2
Ohio,7.4368,4
Pennsylvania,9.48,4
Ohio,-15.4666,1
Ohio,-189.321,2
New York,-29.3238,3
Georgia,52.7956,2
Georgia,7.1592,3
California,1.598,2
California,76.9816,4
Washington,8.636,5
California,-4.839200000,4
California,35.245,5
Arizona,9.9652,2
Arizona,-5.6784,2
California,13.7646,3
Washington,-2.699700000,3
Arizona,-25.9136,4
Colorado,5.196,4
California,256.784,8
Michigan,41.1332,2
Wisconsin,111.1035,3
Wisconsin,36.3987,3
Wisconsin,48.118,5
Wisconsin,76.0878,6
Michigan,19.5858,9
Texas,-119.2312,2
Illinois,-178.8468,3
Texas,-77.333,5
Illinois,-36.1764,6
Illinois,-26.085,1
Illinois,-10.3124,2
Texas,-4.5396,2
Illinois,-33.6414,3
Texas,-3.8208,3
Illinois,-302.72,4
Texas,-12.0064,4
Texas,-2.1376,4
Texas,-77.625,5
Massachusetts,32.4862,1
Rhode Island,15.5372,1
District of Columbia,15.8256,2
New York,7.4376,2
Massachusetts,4.6764,3
New York,11.9952,3
New York,21.8192,4
New York,14.1246,1
New York,-8.078400000,2
New York,-37.9434,3
Ohio,7.7,4
Ohio,-35.5136,2
Massachusetts,0,4
New Hampshire,-105.3164,4
Ohio,-103.9882,2
Pennsylvania,-339.705,9
Virginia,4.3372,2
Virginia,11.0354,2
Georgia,188.2192,4
Georgia,3.0976,4
Kentucky,25.62,5
North Carolina,6.2856,8
Washington,2.9568,2
Washington,22.7136,2
Washington,88.7332,2
California,12.8316,3
California,10.5084,3
California,4.8609,3
California,26.649,3
California,11.8728,4
California,132.99,5
California,91.7728,8
Washington,401.814,9
Washington,399.2994,9
California,15.6978,3
California,70.49,10
California,11.2839,1
California,89.2224,3
California,102.9528,4
Washington,125.245,5
Arizona,16.7972,7
California,22.4082,9
California,42.588,12
Michigan,146.388,2
Oklahoma,45.3488,2
Indiana,8.532,2
Indiana,9.8856,2
Kansas,12.9792,2
Missouri,8.662000000,2
Michigan,57.4938,3
Indiana,240.294,3
Minnesota,12.8568,3
Indiana,67.0644,3
Minnesota,173.235,3
Michigan,8.7048,4
Michigan,8.2992,4
Missouri,146.4036,4
Minnesota,81.583,5
Indiana,31.587,5
Wisconsin,21.33,5
Oklahoma,111.774,5
Michigan,22.6296,6
Iowa,394.268,10
Texas,-140.196,2
Texas,-32.5226,2
Texas,-90.3762,3
Texas,-14.638800000,3
Texas,-84.9615,3
Illinois,-110.0232,4
Texas,-2.1312,4
Illinois,-172.1172,6
Texas,-9.717600000,6
Texas,-18.222,6
Illinois,-18.186,14
Texas,-97.2312,2
Illinois,-269.3376,3
Illinois,-1.3208,1
Texas,-6.9965,1
Illinois,-52.17,2
Texas,-22.2388,2
Illinois,-90.2484,3
Illinois,-4.8048,3
Texas,-10.1736,3
Texas,-17.7072,3
Texas,-10.1736,3
Texas,-14.229,5
Texas,-9.88,5
Texas,-378.4,5
Maryland,43.7842,1
Massachusetts,15.185,1
Maryland,8.5914,1
Massachusetts,11.7568,1
Massachusetts,60.392,2
Rhode Island,78.6508,2
Connecticut,9.8856,2
Maryland,8.5544,2
Massachusetts,27.3592,2
New York,22.764,2
Massachusetts,13.9152,3
Connecticut,251.202,3
Massachusetts,141.1644,3
New York,50.2398,3
Maryland,31.2528,4
New Jersey,3.9248,4
New York,14.4596,4
Maryland,7.524,5
Maryland,272.792,5
Rhode Island,151.47,6
Rhode Island,23.8986,6
New York,21.4776,9
New York,13.4372,2
New York,-8.098000000,2
New York,14.6224,2
New York,60.392,2
New York,62.7822,3
New York,31.941,3
New York,161.9674,14
Pennsylvania,0.5022,1
Pennsylvania,2.37,1
Pennsylvania,11.5164,2
Pennsylvania,6.4944,3
Pennsylvania,0,3
Ohio,7.8176,4
Pennsylvania,-68.392000000,4
Pennsylvania,5.1072,6
Ohio,11.6263,7
Ohio,29.6576,7
Ohio,8.9362,14
Ohio,-12.0588,2
Ohio,-12.0588,2
Massachusetts,-52.6582,2
Pennsylvania,-93.4724,4
Pennsylvania,-124.431,5
Pennsylvania,-13.433,7
Ohio,-143.2548,1
New York,-103.266,2
Ohio,-58.1332,2
Pennsylvania,-46.4292,3
Pennsylvania,-211.47,5
Alabama,35.49,2
Kentucky,11.5836,2
Kentucky,6.3744,2
Virginia,14.3856,2
Virginia,40.9216,2
Kentucky,6.0726,3
Virginia,4.4712,3
Virginia,30.7818,3
Georgia,67.941,3
Virginia,284.98,4
Arkansas,31.984,4
Georgia,6.24,4
Georgia,31.5372,4
Mississippi,7.3788,4
Virginia,12.2328,4
Virginia,18.33,5
Virginia,48.906,5
Kentucky,746.4078,9
Virginia,46.116,9
Florida,9.6832,2
Florida,8.0766,2
Florida,15.294,3
Tennessee,-11.6928,3
Tennessee,-14.5176,4
Florida,-57.6312,4
Florida,8.498000000,5
Florida,-8.276400000,6
North Carolina,-36.1116,3
California,3.3504,1
California,5.5177,1
California,2.7944,1
California,2.178,1
Washington,1.5048,1
Washington,40.97,2
California,14.43,2
California,3.0814,2
Idaho,2.9372,2
Washington,7.2298,2
California,16.614,3
California,5.1816,3
California,19.4688,3
California,11.025,3
Washington,74.8098,3
Washington,6.4206,3
Washington,6.4206,3
Washington,33.7266,3
Washington,9.7911,3
Washington,4.9104,3
California,63.6825,5
Washington,250.305,5
California,106.5408,6
California,8.8176,6
Montana,21.7532,7
Washington,366.6348,7
California,107.0388,9
Washington,19.041,11
California,7.049,1
California,21.294,2
California,16.7986,2
California,4.5882,1
California,-13.5882,1
Washington,-6.9282,1
Oregon,-0.3398,1
California,2.4898,1
California,47.848,2
California,-36.2136,2
California,-12.9568,2
Washington,9.9652,2
Washington,-73.054800000,2
Arizona,16.3172,2
Arizona,0,2
Colorado,7.504,2
California,12.8256,2
Arizona,105.297,3
California,102.9528,4
Washington,-25.4744,4
Wyoming,100.196,4
Arizona,1.9224,4
California,148.704,5
Arizona,20.724,5
Colorado,149.148,6
California,-175.8708,6
Arizona,3.5154,7
California,-97.176000000,8
California,267.6672,9
Oregon,-304.6653,3
Arizona,-185.7168,9
Indiana,2.0286,1
Missouri,4.2048,2
Wisconsin,1.728,2
Minnesota,7.4872,2
Michigan,1906.485,3
Minnesota,22.2,3
Indiana,82.2906,3
Minnesota,8.7906,3
Michigan,13.9672,4
Michigan,76.4,5
Minnesota,22.8285,5
Indiana,10.6288,7
Wisconsin,10.3488,7
Indiana,31.188,10
Michigan,41.496,1
Illinois,2.64,2
Texas,23.7742,2
Texas,3.5529,3
Texas,35.89,4
Illinois,-39.1248,4
Texas,113.3055,5
Texas,59.4355,5
Texas,52.632,6
Texas,7.5528,9
Texas,-4.818,2
Texas,-8.1096,4
Texas,-11.52,5
Texas,-66.5088,6
New York,62.244,1
New York,3.549000000,1
New York,7.211100000,1
Delaware,14.9156,2
Delaware,33.2544,2
Connecticut,6.4128,2
New York,18.2112,2
New York,40.1702,2
Rhode Island,23.7744,3
New York,9.3312,3
Rhode Island,7.668,3
Connecticut,2.8912,4
New York,2.0416,4
New York,8.6855,5
New York,28.755,5
New York,15.552,5
New York,37.2186,6
New York,16.5984,8
Rhode Island,481.869,9
Pennsylvania,-2.1896,1
Pennsylvania,-0.7128,2
Pennsylvania,1.7248,2
Pennsylvania,1.0269,3
Ohio,15.282,3
Ohio,28.7064,3
Pennsylvania,4.1151,3
Ohio,-21.213600000,4
New York,11.565,6
Ohio,6.2292,6
Ohio,2.6964,9
Pennsylvania,7.0227,9
Ohio,-10.3824,3
Ohio,-53.7432,4
Ohio,-6.38,5
Ohio,-4.7625,5
Virginia,4.8024,1
Virginia,0,2
Kentucky,10.518,2
Virginia,29.2857,3
Virginia,7.1346,3
Virginia,13.0707,3
Virginia,6.304000000,4
Virginia,17.472,5
Kentucky,4.239200000,7
Kentucky,14.4,8
Florida,2.3976,2
Tennessee,7.2576,4
Tennessee,6.792,5
Florida,5.397000000,5
Tennessee,5.256,9
Tennessee,-21.888,3
Florida,-2.6208,4
Tennessee,-26.2476,4
Florida,-331.96,8
Washington,5.949,1
Washington,0.7228,1
California,15.764,2
California,2.528,2
California,6.2208,2
California,3.4668,3
California,2.5056,3
California,9.3312,3
California,80.7912,3
California,12.0978,3
Washington,26.07,3
California,2.0416,4
Washington,2.6784,4
California,7.152,5
California,15.552,5
Utah,23.232,5
California,13.365,5
California,36.9288,12
Arizona,1.984,1
Oregon,0.556,1
Washington,0.9048,1
Colorado,26.224,2
California,4.2804,2
Washington,3.0212,2
Oregon,3.7856,2
Colorado,-29.4368,2
California,33.93,3
California,5.193,3
Colorado,5.2026,3
Arizona,17.8152,3
Colorado,5.2026,3
Arizona,-48.5082,3
Oregon,2.336,4
California,4.4604,4
Oregon,5.1792,4
Arizona,7.700400000,4
Arizona,6.603,5
California,36.917,5
California,6.583,5
Washington,46.225,5
Washington,11.297,5
Washington,29.372,5
Washington,60.4632,6
Arizona,10.8864,6
Arizona,-6.0237,3
Colorado,-58.8616,4
Colorado,-9.1816,4
Colorado,-14.92,4
Oregon,-30.16,4
Colorado,-32.508,7
Michigan,3.7694,1
Indiana,5.1552,3
Nebraska,15.525,3
Michigan,44.4704,4
Michigan,180.7659,9
Illinois,3.6784,2
Illinois,5.6376,3
Texas,3.21,3
Texas,-12.5286,3
Illinois,2.1888,4
Illinois,1.86,5
Texas,-2.3232,2
Texas,-6.4232,4
Illinois,-191.619,5
Texas,-13.188,6
New York,14.0438,1
New York,3.4357,1
New York,12.0295,5
New York,18.9888,6
New York,84.9436,7
New York,33.777,9
Pennsylvania,1.9926,2
Ohio,2.64,2
Ohio,5.4432,3
Ohio,82.992000000,4
Ohio,7.2576,4
New York,18.2525,7
Pennsylvania,-3.3894,3
Georgia,1.619600000,1
Georgia,78.9412,2
Arkansas,4.3884,3
Georgia,60.2553,3
Georgia,1.5444,3
Virginia,91.968,4
Georgia,0.189,5
Virginia,20.155,5
Arkansas,54.04,7
Georgia,160.9139,7
Georgia,27.9936,9
Georgia,170.9316,9
North Carolina,2.6892,2
California,22.992,1
California,31.0184,2
California,10.8682,2
California,7.4872,2
California,6.2208,2
California,0.1472,2
California,2.106,3
California,11.2308,3
California,0.1134,3
California,28.1718,3
California,222.588,3
California,3.36,4
California,19.872,4
California,19.872,4
California,22.2264,4
